URL,Name,Price,Rating,NumReviews
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MzU4MzI4OTAzMDY2MDMxOjE2Nzk0MjE1MTg6c3BfYXRmOjIwMTEyMDk2MzE3NTk4OjowOjo&url=%2Fuppercase-Professional-Anti-theft-resistant-sustainable%2Fdp%2FB0BSH4H4DB%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dbags%26qid%3D1679421518%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"uppercase Matrix Professional Anti-theft Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",2300,4.2,(12)
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MzU4MzI4OTAzMDY2MDMxOjE2Nzk0MjE1MTg6c3BfYXRmOjIwMTA1NzE1ODIxNTk4OjowOjo&url=%2Fuppercase-Professional-resistant-sustainable-Anti-theft%2Fdp%2FB0BR1C59R8%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dbags%26qid%3D1679421518%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"uppercase SealPro Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers & Anti-theft for Men, Women, Boys and Girls, 750 Days warranty",1900,4.9,(23)
https://www.amazon.in/gp/bestsellers/luggage/ref=sr_bs_2_luggage_1,American Tourister 32 Ltrs Black Casual Backpack (AMT FIZZ SCH BAG 02 - BLACK),1199,4.0,"(52,313)"
https://www.amazon.in/gp/bestsellers/computers/1375464031/ref=sr_bs_3_1375464031_1,Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),565,4.3,"(9,817)"
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_5?keywords=bags&qid=1679421518&sr=8-5,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue),499,3.8,(567)
https://www.amazon.in/Lavie-Sport-Duffle-Luggage-Trolley/dp/B097RJ22Q3/ref=sr_1_6?keywords=bags&qid=1679421518&sr=8-6,Lavie Sport Lino Large Size 63 cms Wheel Duffle Bag for Travel | Travel Bag with Trolley,949,3.9,"(6,308)"
https://www.amazon.in/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=ice_ac_b_dpb?keywords=bags&qid=1679421518&sr=8-7,Skybags Brat Black 46 Cms Casual Backpack,659,4.1,"(3,778)"
https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_8?keywords=bags&qid=1679421518&sr=8-8,Half Moon 35 L Waterproof Laptop College School Office Bag Backpack for Men Women Boys Girls with 15.6 inch Padded Laptop Compartment & Rain Cover (Navy_Blue),689,3.9,"(15,254)"
https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_9?keywords=bags&qid=1679421518&sr=8-9,SAFARI 15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB),299,4.0,"(18,019)"
https://www.amazon.in/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_10?keywords=bags&qid=1679421518&sr=8-10,Gear CarryOn 16L Foldable Water Resistant School Bag//Backpack/College Bag for Men/Women - Blue Black,214,3.7,"(6,058)"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MzU4MzI4OTAzMDY2MDMxOjE2Nzk0MjE1MTg6c3BfbXRmOjIwMTE2MDQ3Mzk2MTk4OjowOjo&url=%2FAmazon-Basics-Laptop-Backpack-Repellent%2Fdp%2FB09W3XLDM2%2Fref%3Dsr_1_11_sspa%3Fkeywords%3Dbags%26qid%3D1679421518%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,AmazonBasics Laptop Backpack,799,4.2,(431)
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MzU4MzI4OTAzMDY2MDMxOjE2Nzk0MjE1MTg6c3BfbXRmOjIwMDMyNTY1MDQ2ODk4OjowOjo&url=%2FHEROZ-Backpack-Resistant-Computer-17-3-inch%2Fdp%2FB083N3DCTM%2Fref%3Dsr_1_12_sspa%3Fkeywords%3Dbags%26qid%3D1679421518%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- ALL) (Navy Blue),1439,4.1,"(3,717)"
https://www.amazon.in/Half-Moon-Spacious-Backpack-Compartment/dp/B0BLVQ9NTD/ref=sr_1_13?keywords=bags&qid=1679421518&sr=8-13,Half Moon Strike 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,699,3.7,(116)
https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4FK9G/ref=sr_1_14?keywords=bags&qid=1679421518&sr=8-14,"American Tourister VALEX BLUE LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER",1299,4.1,(8)
https://www.amazon.in/Half-Moon-Backpack-Compartment-Reflective/dp/B0BJ32LQ6X/ref=sr_1_15?keywords=bags&qid=1679421518&sr=8-15,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,849,3.9,"(2,343)"
https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTCNN75/ref=sr_1_16?keywords=bags&qid=1679421518&sr=8-16,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",689,3.9,"(3,128)"
https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_17?keywords=bags&qid=1679421518&sr=8-17,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",398,4.1,"(8,164)"
https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_18?keywords=bags&qid=1679421518&sr=8-18,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Brown,1075,4.4,"(5,456)"
https://www.amazon.in/Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B25Z8M2/ref=sr_1_19?keywords=bags&qid=1679421518&sr=8-19,"Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Black, L (QUILL19CBBLK)",799,3.9,(719)
https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_20?keywords=bags&qid=1679421518&sr=8-20,ADISA Light Weight Laptop Backpack 32 Ltrs,499,4.0,"(5,651)"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MzU4MzI4OTAzMDY2MDMxOjE2Nzk0MjE1MTg6c3BfYnRmOjIwMTA1NDUxODUxNTk4OjowOjo&url=%2Fuppercase-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BR1D4SL1%2Fref%3Dsr_1_21_sspa%3Fkeywords%3Dbags%26qid%3D1679421518%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",1800,4.9,(17)
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MzU4MzI4OTAzMDY2MDMxOjE2Nzk0MjE1MTg6c3BfYnRmOjIwMTE3Nzk1ODc2OTk4OjowOjo&url=%2FMOKOBARA-TSBPK12CND22001-Backpack-Modern-Love%2Fdp%2FB08T1769X9%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dbags%26qid%3D1679421518%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1%26smid%3DA2ZJIE4OXD710M,"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)",4499,4.3,(152)
https://www.amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_17?keywords=bags&qid=1679421529&sr=8-17,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,849,3.9,"(2,343)"
https://www.amazon.in/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_18?keywords=bags&qid=1679421529&sr=8-18,Gear Aspire 30L Water Restant Office Laptop Bag/Backpack for Men/Women/(Black),1131,4.3,"(5,168)"
https://www.amazon.in/ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC/ref=sr_1_19?keywords=bags&qid=1679421529&sr=8-19,ADISA Laptop Backpack 31 Ltrs,499,4.0,"(9,085)"
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07PLKV6D1/ref=sr_1_20?keywords=bags&qid=1679421529&sr=8-20,Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,473,4.3,"(12,346)"
https://www.amazon.in/Rucksack-Travel-Backpack-Trekking-Compartment/dp/B07YDGQQN5/ref=sr_1_21?keywords=bags&qid=1679421529&sr=8-21,"Fur Jaden 55 LTR Rucksack Travel Backpack Bag for Trekking, Hiking with Shoe Compartment",839,4.2,"(4,961)"
https://www.amazon.in/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B29F66W/ref=sr_1_22?keywords=bags&qid=1679421529&sr=8-22,"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping",799,3.9,"(2,430)"
https://www.amazon.in/American-Tourister-AMT-SCH-BAG01/dp/B07CJCFNZG/ref=sr_1_23?keywords=bags&qid=1679421529&sr=8-23,American Tourister Casual Backpack,1139,4.1,"(14,468)"
https://www.amazon.in/F-Gear-Luxur-Brown-Backpack/dp/B01F7AX9ZA/ref=sr_1_24?keywords=bags&qid=1679421529&sr=8-24,F Gear Luxur Brown 25 liter Laptop Backpack (2404),1032,4.4,"(16,468)"
https://www.amazon.in/Fur-Jaden-Black-Waterproof-Backpack/dp/B078GLXMDY/ref=sr_1_25?keywords=bags&qid=1679421529&sr=8-25,Fur Jaden Anti Theft Backpack 15.6 Inch Laptop Bag with USB Charging Port,799,4.0,"(10,758)"
https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088XH1BP7/ref=sr_1_26?keywords=bags&qid=1679421529&sr=8-26,"Mi Step Out 12 L Mini Backpack (Small Size, Dark Blue, Water Repellant)",299,4.1,"(8,164)"
https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_27?keywords=bags&qid=1679421529&sr=8-27,"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather",929,3.9,(752)
https://www.amazon.in/Hilfiger-Joshua-Backpack-TH-JOSHUALAP01/dp/B07N8GRWTZ/ref=sr_1_28?keywords=bags&qid=1679421529&sr=8-28,Tommy Hilfiger Joshua 15 inch 21 Ltrs Light Grey Laptop Backpack (TH/JOSHUALAP07),2239,3.9,(402)
https://www.amazon.in/Nivia-6853-Polyester-Basic-Duffle/dp/B07FWQ9HRV/ref=sr_1_29?keywords=bags&qid=1679421529&sr=8-29,NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,239,4.0,"(3,117)"
https://www.amazon.in/Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B28TKLG/ref=sr_1_30?keywords=bags&qid=1679421529&sr=8-30,"Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Blue, L (QUILL19CBBLU)",799,4.1,(495)
https://www.amazon.in/ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMR33Q/ref=sr_1_31?keywords=bags&qid=1679421529&sr=8-31,Zipline Unisex casual polyester 36 L Backpack School Bag Women Men Boys Girls children Daypack College Bag Book School Sports Bag Weekend Bag,834,4.0,"(5,135)"
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P/ref=sr_1_32?keywords=bags&qid=1679421529&sr=8-32,"Wesley Unisex Milestone Casual Waterproof Laptop Office School College Business Travel Backpack 25 L (Dimensions: 12.5x18 inches) (Compatible with 15.6 inch laptops), Navy Blue",448,4.3,"(12,346)"
https://www.amazon.in/gp/bestsellers/luggage/2917442031/ref=sr_bs_0_2917442031_1,DEIN KLEIDER Men's Nylon Messenger Bag,349,4.0,"(4,566)"
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPVCBFM7/ref=sr_1_34?keywords=bags&qid=1679421539&sr=8-34,ADISA 35L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Green),599,4.0,(32)
https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_35?keywords=bags&qid=1679421539&sr=8-35,"Lenovo 15.6"" (39.62cm) Slim Everyday Backpack, Made in India, Compact, Water-resistant, Organized storage:Laptop sleeve,tablet pocket,front workstation,2-side pockets,Padded adjustable shoulder straps",652,4.4,"(2,726)"
https://www.amazon.in/Dell-Pro-Slim-Backpack-15/dp/B07PMQTB6T/ref=sr_1_36?keywords=bags&qid=1679421539&sr=8-36,"Dell Pro Slim Backpack 15 - PO1520PS - Fits Most laptops up to 38.1 cm (15 inches, Black)",1599,4.3,(399)
https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y5S6C2P/ref=sr_1_37?keywords=bags&qid=1679421539&sr=8-37,"Tabelito® Casual Laptop Bag 15.6inch (39.6 cm) , 25 LTR Office College School Bags Business Travel Backpack for Men Women Water Resistant Bags(BLACK)",549,4.2,"(1,599)"
https://www.amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ/ref=sr_1_38?keywords=bags&qid=1679421539&sr=8-38,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,790,4.1,"(1,045)"
https://www.amazon.in/Genie-Glitter-Backpack-Women-compartments/dp/B097JHQH13/ref=sr_1_39?keywords=bags&qid=1679421539&sr=8-39,"Genie Glitter Backpack for Women - 3 compartments, Laptop Bags for Girls, Stylish and Trendy College Backpacks for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.",1099,4.3,(390)
https://www.amazon.in/ADISA-Laptop-Backpack-College-z-Black/dp/B09TPY1G1W/ref=sr_1_40?keywords=bags&qid=1679421539&sr=8-40,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Black),499,3.8,(567)
https://www.amazon.in/AUXTER-BLACKY-Duffel-Emboss-Black/dp/B07F2H25NP/ref=sr_1_41?keywords=bags&qid=1679421539&sr=8-41,AUXTER Faux Leather 23 Cms Duffle Bag(AUX_GB_LE_Black -SE_0521_Black),376,4.3,"(8,909)"
https://www.amazon.in/AmazonBasics-Casual-Backpack-Office-15-6-inch/dp/B09W4VMZ79/ref=sr_1_42?keywords=bags&qid=1679421539&sr=8-42,AmazonBasics - Casual Backpack/Office Bag/ for a 15.6-inch Laptop,709,4.2,(431)
https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4S4XF/ref=sr_1_43?keywords=bags&qid=1679421539&sr=8-43,"American Tourister VALEX BLACK LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER",1299,4.1,(8)
https://www.amazon.in/Arctic-Fox-Liters-String-Backpack/dp/B08L6Q9V1H/ref=sr_1_44?keywords=bags&qid=1679421539&sr=8-44,Arctic Fox 15 Liters Draw String Bag Lavender Backpack,222,4.3,"(2,948)"
https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_45?keywords=bags&qid=1679421539&sr=8-45,"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",599,3.8,(681)
https://www.amazon.in/DZert-Fabric-Multicolour-Spiderman-Printed/dp/B07BNS3KNX/ref=sr_1_46?keywords=bags&qid=1679421539&sr=8-46,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),239,3.8,"(1,400)"
https://www.amazon.in/Lenovo-Carrying-15-6-Inch-Toploader-GX40Q17229/dp/B075Y6Y9H5/ref=sr_1_47?keywords=bags&qid=1679421539&sr=8-47,Lenovo Casual Laptop Briefcase T210 (Toploader) 39.62 cm (15.6-inch) Water Repellent Black,799,4.2,"(54,767)"
https://www.amazon.in/Bennett-15-6-inch-Repellent-Backpack-ben_cas_blue/dp/B09WZKB54G/ref=sr_1_48?keywords=bags&qid=1679421539&sr=8-48,"Bennett Laptop Bag for Menं & Women 15.6 inch, 25 L Water Resistant Bag Laptop Apple/Dell/Lenovo/Asus/Hp/Samsung/Mi/MacBook/Ultrabook/Thinkpad/Ideapad/Surfacepro (Blue)",512,4.0,(436)
